Timestamp,Actor,Role,Action,Object_Instance,Object_Type,Topic,Course_ID
2015-09-08 14:42,128,student,view,1,quiz,Topic 1,curso1,
2015-09-08 10:33,128,student,view,1,LTI,Topic 1,curso1,
2015-09-08 18:26,128,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:08,128,student,view,1,wiki,Topic 1,curso1,
2015-09-08 14:10,128,student,view,1,quiz,Topic 1,curso1,
2015-09-08 12:21,128,student,view,1,link,Topic 1,curso1,
2015-09-08 24:57,128,student,view,1,wiki,Topic 1,curso1,
2015-09-08 12:04,128,student,view,1,quiz,Topic 1,curso1,
2015-09-08 06:23,128,student,view,1,link,Topic 1,curso1,
2015-09-08 02:26,128,student,view,1,quiz,Topic 1,curso1,
2015-09-08 18:28,128,student,view,1,link,Topic 1,curso1,
2015-09-08 22:60,129,student,view,1,quiz,Topic 1,curso1,
2015-09-08 09:10,129,student,view,1,link,Topic 1,curso1,
2015-09-08 08:37,129,student,view,1,quiz,Topic 1,curso1,
2015-09-08 08:40,129,student,view,1,link,Topic 1,curso1,
2015-09-08 11:16,129,student,view,1,wiki,Topic 1,curso1,
2015-09-08 09:17,129,student,view,1,link,Topic 1,curso1,
2015-09-08 04:20,130,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:28,130,student,view,1,quiz,Topic 1,curso1,
2015-09-08 03:30,130,student,view,1,link,Topic 1,curso1,
2015-09-08 18:41,130,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:31,130,student,view,1,quiz,Topic 1,curso1,
2015-09-08 12:48,130,student,view,1,link,Topic 1,curso1,
2015-09-08 08:36,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:45,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:28,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 14:05,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 24:44,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 19:13,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 16:40,131,student,view,1,link,Topic 1,curso1,
2015-09-08 00:57,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 11:23,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:31,131,student,view,1,link,Topic 1,curso1,
2015-09-08 16:30,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 22:54,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 13:37,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:09,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 00:25,131,student,view,1,link,Topic 1,curso1,
2015-09-08 08:30,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 21:52,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:60,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:00,131,student,view,1,link,Topic 1,curso1,
2015-09-08 08:38,131,student,view,1,wiki,Topic 1,curso1,
2015-09-08 18:44,131,student,view,1,quiz,Topic 1,curso1,
2015-09-08 01:49,131,student,view,1,link,Topic 1,curso1,
2015-09-08 13:11,132,student,view,1,wiki,Topic 1,curso1,
2015-09-08 13:20,132,student,view,1,quiz,Topic 1,curso1,
2015-09-08 19:46,132,student,view,1,link,Topic 1,curso1,
2015-09-08 12:36,132,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:20,132,student,view,1,link,Topic 1,curso1,
2015-09-08 17:33,132,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:03,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 14:52,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:51,133,student,view,1,link,Topic 1,curso1,
2015-09-08 16:24,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:23,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 21:10,133,student,view,1,link,Topic 1,curso1,
2015-09-08 10:35,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 20:13,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 03:03,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:13,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 00:49,133,student,view,1,link,Topic 1,curso1,
2015-09-08 17:52,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 23:39,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 06:45,133,student,view,1,link,Topic 1,curso1,
2015-09-08 19:15,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:46,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:12,133,student,view,1,link,Topic 1,curso1,
2015-09-08 24:03,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:08,133,student,view,1,link,Topic 1,curso1,
2015-09-08 15:41,133,student,view,1,wiki,Topic 1,curso1,
2015-09-08 20:21,133,student,view,1,quiz,Topic 1,curso1,
2015-09-08 07:26,133,student,view,1,link,Topic 1,curso1,
2015-09-08 19:07,134,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:59,134,student,view,1,quiz,Topic 1,curso1,
2015-09-08 11:27,134,student,view,1,link,Topic 1,curso1,
2015-09-08 22:45,135,student,view,1,wiki,Topic 1,curso1,
2015-09-08 15:24,135,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:28,135,student,view,1,link,Topic 1,curso1,
2015-09-08 10:42,135,student,view,1,wiki,Topic 1,curso1,
2015-09-08 11:45,135,student,view,1,link,Topic 1,curso1,
2015-09-08 14:44,135,student,view,1,wiki,Topic 1,curso1,
2015-09-08 23:11,135,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:22,135,student,view,1,link,Topic 1,curso1,
2015-09-08 05:46,135,student,view,1,wiki,Topic 1,curso1,
2015-09-08 18:11,135,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:07,135,student,view,1,link,Topic 1,curso1,
2015-09-08 08:60,135,student,view,1,wiki,Topic 1,curso1,
2015-09-08 02:50,135,student,view,1,quiz,Topic 1,curso1,
2015-09-08 06:28,135,student,view,1,link,Topic 1,curso1,
2015-09-08 18:48,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 22:13,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 13:20,136,student,view,1,link,Topic 1,curso1,
2015-09-08 19:44,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:18,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 08:21,136,student,view,1,link,Topic 1,curso1,
2015-09-08 06:49,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:58,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:15,136,student,view,1,link,Topic 1,curso1,
2015-09-08 16:44,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 06:22,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 16:15,136,student,view,1,link,Topic 1,curso1,
2015-09-08 20:56,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 12:32,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 13:04,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:46,136,student,view,1,link,Topic 1,curso1,
2015-09-08 18:34,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 20:05,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 09:41,136,student,view,1,wiki,Topic 1,curso1,
2015-09-08 23:30,136,student,view,1,quiz,Topic 1,curso1,
2015-09-08 24:53,136,student,view,1,link,Topic 1,curso1,
2015-09-08 04:01,137,student,view,1,quiz,Topic 1,curso1,
2015-09-08 08:22,137,student,view,1,link,Topic 1,curso1,
2015-09-08 07:10,138,student,view,1,wiki,Topic 1,curso1,
2015-09-08 24:14,138,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:18,138,student,view,1,wiki,Topic 1,curso1,
2015-09-08 00:29,138,student,view,1,quiz,Topic 1,curso1,
2015-09-08 24:54,138,student,view,1,link,Topic 1,curso1,
2015-09-08 06:58,138,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:27,138,student,view,1,link,Topic 1,curso1,
2015-09-08 16:12,138,student,view,1,quiz,Topic 1,curso1,
2015-09-08 16:30,138,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:45,138,student,view,1,quiz,Topic 1,curso1,
2015-09-08 12:40,138,student,view,1,link,Topic 1,curso1,
2015-09-08 21:40,138,student,view,1,wiki,Topic 1,curso1,
2015-09-08 07:24,138,student,view,1,link,Topic 1,curso1,
2015-09-08 04:39,138,student,view,1,quiz,Topic 1,curso1,
2015-09-08 12:06,138,student,view,1,link,Topic 1,curso1,
2015-09-08 03:41,139,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:20,139,student,view,1,link,Topic 1,curso1,
2015-09-08 15:60,139,student,view,1,wiki,Topic 1,curso1,
2015-09-08 03:18,139,student,view,1,quiz,Topic 1,curso1,
2015-09-08 00:23,139,student,view,1,book,Topic 1,curso1,
2015-09-08 14:04,139,student,view,1,link,Topic 1,curso1,
2015-09-08 09:10,139,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:60,139,student,view,1,quiz,Topic 1,curso1,
2015-09-08 16:41,139,student,view,1,link,Topic 1,curso1,
2015-09-08 16:38,139,student,view,1,quiz,Topic 1,curso1,
2015-09-08 04:30,139,student,view,1,link,Topic 1,curso1,
2015-09-08 18:01,139,student,view,1,wiki,Topic 1,curso1,
2015-09-08 01:08,139,student,view,1,link,Topic 1,curso1,
2015-09-08 06:17,139,student,view,1,wiki,Topic 1,curso1,
2015-09-08 21:15,139,student,view,1,quiz,Topic 1,curso1,
2015-09-08 11:05,139,student,view,1,link,Topic 1,curso1,
2015-09-08 14:43,140,student,view,1,quiz,Topic 1,curso1,
2015-09-08 07:02,140,student,view,1,link,Topic 1,curso1,
2015-09-08 20:00,140,student,view,1,wiki,Topic 1,curso1,
2015-09-08 07:37,140,student,view,1,quiz,Topic 1,curso1,
2015-09-08 07:33,140,student,view,1,link,Topic 1,curso1,
2015-09-08 10:41,140,student,view,1,wiki,Topic 1,curso1,
2015-09-08 11:13,140,student,view,1,quiz,Topic 1,curso1,
2015-09-08 21:12,140,student,view,1,link,Topic 1,curso1,
2015-09-08 16:09,140,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:38,140,student,view,1,quiz,Topic 1,curso1,
2015-09-08 01:13,140,student,view,1,blog,Topic 1,curso1,
2015-09-08 09:27,140,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 15:22,141,student,view,1,wiki,Topic 1,curso1,
2015-09-08 02:50,141,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:21,141,student,view,1,link,Topic 1,curso1,
2015-09-08 02:25,141,student,view,1,quiz,Topic 1,curso1,
2015-09-08 11:39,141,student,view,1,link,Topic 1,curso1,
2015-09-08 13:19,141,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:57,141,student,view,1,quiz,Topic 1,curso1,
2015-09-08 24:19,142,student,view,1,wiki,Topic 1,curso1,
2015-09-08 21:22,142,student,view,1,quiz,Topic 1,curso1,
2015-09-08 13:02,142,student,view,1,link,Topic 1,curso1,
2015-09-08 19:16,142,student,view,1,wiki,Topic 1,curso1,
2015-09-08 03:35,142,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:44,142,student,view,1,link,Topic 1,curso1,
2015-09-08 00:04,142,student,view,1,wiki,Topic 1,curso1,
2015-09-08 02:36,142,student,view,1,link,Topic 1,curso1,
2015-09-08 22:47,142,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:55,142,student,view,1,quiz,Topic 1,curso1,
2015-09-08 08:55,142,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:12,142,student,view,1,link,Topic 1,curso1,
2015-09-08 20:57,142,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:20,142,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:01,142,student,view,1,link,Topic 1,curso1,
2015-09-08 16:38,142,student,view,1,wiki,Topic 1,curso1,
2015-09-08 24:41,142,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 15:56,142,student,view,1,link,Topic 1,curso1,
2015-09-08 23:34,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 01:59,143,student,view,1,link,Topic 1,curso1,
2015-09-08 23:09,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 10:00,143,student,view,1,link,Topic 1,curso1,
2015-09-08 15:19,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 18:45,143,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:44,143,student,view,1,link,Topic 1,curso1,
2015-09-08 15:27,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:32,143,student,view,1,link,Topic 1,curso1,
2015-09-08 21:14,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:36,143,student,view,1,quiz,Topic 1,curso1,
2015-09-08 12:44,143,student,view,1,link,Topic 1,curso1,
2015-09-08 16:58,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 22:41,143,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:26,143,student,view,1,link,Topic 1,curso1,
2015-09-08 06:24,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 13:46,143,student,view,1,quiz,Topic 1,curso1,
2015-09-08 01:34,143,student,view,1,link,Topic 1,curso1,
2015-09-08 03:57,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 19:16,143,student,view,1,link,Topic 1,curso1,
2015-09-08 03:07,143,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:52,143,student,view,1,quiz,Topic 1,curso1,
2015-09-08 10:18,143,student,view,1,link,Topic 1,curso1,
2015-09-08 21:36,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 15:54,144,student,view,1,quiz,Topic 1,curso1,
2015-09-08 02:54,144,student,view,1,link,Topic 1,curso1,
2015-09-08 14:28,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 09:44,144,student,view,1,quiz,Topic 1,curso1,
2015-09-08 21:40,144,student,view,1,link,Topic 1,curso1,
2015-09-08 12:04,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:48,144,student,view,1,link,Topic 1,curso1,
2015-09-08 03:10,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:55,144,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:23,144,student,view,1,link,Topic 1,curso1,
2015-09-08 05:45,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:32,144,student,view,1,quiz,Topic 1,curso1,
2015-09-08 15:32,144,student,view,1,link,Topic 1,curso1,
2015-09-08 24:34,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 22:46,144,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 18:28,144,student,view,1,forum,Topic 1,curso1,
2015-09-08 08:10,144,student,view,1,quiz,Topic 1,curso1,
2015-09-08 21:59,144,student,view,1,link,Topic 1,curso1,
2015-09-08 19:46,144,student,view,1,link,Topic 1,curso1,
2015-09-08 09:37,144,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:00,144,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:33,144,student,view,1,link,Topic 1,curso1,
2015-09-08 15:42,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 24:20,145,student,view,1,link,Topic 1,curso1,
2015-09-08 15:38,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 02:08,145,student,view,1,link,Topic 1,curso1,
2015-09-08 14:35,145,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 08:19,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 03:15,145,student,view,1,link,Topic 1,curso1,
2015-09-08 23:22,145,student,view,1,wiki,Topic 1,curso1,
2015-09-08 19:54,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 12:06,145,student,view,1,link,Topic 1,curso1,
2015-09-08 24:01,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 22:16,145,student,view,1,link,Topic 1,curso1,
2015-09-08 20:08,145,student,view,1,wiki,Topic 1,curso1,
2015-09-08 11:11,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 18:00,145,student,view,1,link,Topic 1,curso1,
2015-09-08 20:40,145,student,view,1,wiki,Topic 1,curso1,
2015-09-08 20:37,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:22,145,student,view,1,link,Topic 1,curso1,
2015-09-08 00:01,145,student,view,1,wiki,Topic 1,curso1,
2015-09-08 10:44,145,student,view,1,quiz,Topic 1,curso1,
2015-09-08 09:08,145,student,view,1,link,Topic 1,curso1,
2015-09-08 10:29,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 18:57,146,student,view,1,quiz,Topic 1,curso1,
2015-09-08 08:20,146,student,view,1,link,Topic 1,curso1,
2015-09-08 14:05,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:53,146,student,view,1,link,Topic 1,curso1,
2015-09-08 11:11,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 13:49,146,student,view,1,quiz,Topic 1,curso1,
2015-09-08 01:37,146,student,view,1,quiz,Topic 1,curso1,
2015-09-08 03:19,146,student,view,1,link,Topic 1,curso1,
2015-09-08 03:43,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 13:00,146,student,view,1,quiz,Topic 1,curso1,
2015-09-08 00:04,146,student,view,1,link,Topic 1,curso1,
2015-09-08 15:09,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 07:44,146,student,view,1,link,Topic 1,curso1,
2015-09-08 21:18,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 12:04,146,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:31,146,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 16:18,146,student,view,1,wiki,Topic 1,curso1,
2015-09-08 14:44,146,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 15:06,146,student,view,1,forum,Topic 1,curso1,
2015-09-08 16:51,147,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:58,147,student,view,1,book,Topic 1,curso1,
2015-09-08 15:39,147,student,view,1,link,Topic 1,curso1,
2015-09-08 22:00,147,student,view,1,link,Topic 1,curso1,
2015-09-08 16:24,147,student,view,1,wiki,Topic 1,curso1,
2015-09-08 09:38,147,student,view,1,link,Topic 1,curso1,
2015-09-08 20:37,147,student,view,1,wiki,Topic 1,curso1,
2015-09-08 08:51,147,student,view,1,quiz,Topic 1,curso1,
2015-09-08 23:49,147,student,view,1,wiki,Topic 1,curso1,
2015-09-08 10:41,147,student,view,1,link,Topic 1,curso1,
2015-09-08 05:38,147,student,view,1,wiki,Topic 1,curso1,
2015-09-08 21:09,147,student,view,1,link,Topic 1,curso1,
2015-09-08 20:13,147,student,view,1,wiki,Topic 1,curso1,
2015-09-08 17:41,147,student,view,1,quiz,Topic 1,curso1,
2015-09-08 22:33,147,student,view,1,link,Topic 1,curso1,
2015-09-08 05:32,147,student,view,1,quiz,Topic 1,curso1,
2015-09-08 08:46,147,student,view,1,link,Topic 1,curso1,
2015-09-08 07:44,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 21:04,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:25,148,student,view,1,link,Topic 1,curso1,
2015-09-08 10:34,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 10:30,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 09:21,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:29,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:52,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 05:09,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 19:46,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:05,148,student,view,1,link,Topic 1,curso1,
2015-09-08 06:26,148,student,view,1,link,Topic 1,curso1,
2015-09-08 03:32,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 10:17,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 03:08,148,student,view,1,link,Topic 1,curso1,
2015-09-08 11:51,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 13:39,148,student,view,1,quiz,Topic 1,curso1,
2015-09-08 18:51,148,student,view,1,link,Topic 1,curso1,
2015-09-08 07:36,148,student,view,1,wiki,Topic 1,curso1,
2015-09-08 02:28,148,student,view,1,link,Topic 1,curso1,
2015-09-08 20:35,149,student,view,1,wiki,Topic 1,curso1,
2015-09-08 06:25,149,student,submit,1,assessment,Topic 1,curso1,
2015-09-08 05:59,149,student,view,1,link,Topic 1,curso1,
2015-09-08 03:54,149,student,view,1,link,Topic 1,curso1,
2015-09-08 03:03,149,student,view,1,wiki,Topic 1,curso1,
2015-09-08 13:35,149,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:38,149,student,view,1,quiz,Topic 1,curso1,
2015-09-08 23:34,149,student,view,1,link,Topic 1,curso1,
2015-09-08 12:02,150,student,view,1,quiz,Topic 1,curso1,
2015-09-08 13:28,151,student,view,1,quiz,Topic 1,curso1,
2015-09-08 22:37,151,student,view,1,link,Topic 1,curso1,
2015-09-08 03:12,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 24:09,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 11:06,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 15:42,152,student,view,1,link,Topic 1,curso1,
2015-09-08 18:33,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 21:48,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 01:13,152,student,view,1,link,Topic 1,curso1,
2015-09-08 05:46,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 01:22,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 15:36,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 22:12,152,student,view,1,link,Topic 1,curso1,
2015-09-08 03:60,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 03:01,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 00:44,152,student,view,1,link,Topic 1,curso1,
2015-09-08 22:51,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 23:40,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 09:30,152,student,view,1,link,Topic 1,curso1,
2015-09-08 23:15,152,student,view,1,wiki,Topic 1,curso1,
2015-09-08 20:20,152,student,view,1,quiz,Topic 1,curso1,
2015-09-08 00:02,152,student,view,1,link,Topic 1,curso1,
2015-09-08 01:20,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 03:46,153,student,view,1,link,Topic 1,curso1,
2015-09-08 05:12,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 06:38,153,student,view,1,quiz,Topic 1,curso1,
2015-09-08 03:53,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 20:39,153,student,view,1,link,Topic 1,curso1,
2015-09-08 19:56,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 10:44,153,student,view,1,quiz,Topic 1,curso1,
2015-09-08 17:07,153,student,view,1,link,Topic 1,curso1,
2015-09-08 11:38,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 03:28,153,student,view,1,quiz,Topic 1,curso1,
2015-09-08 16:27,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 19:33,153,student,view,1,link,Topic 1,curso1,
2015-09-08 11:54,153,student,view,1,quiz,Topic 1,curso1,
2015-09-08 15:29,153,student,view,1,link,Topic 1,curso1,
2015-09-08 18:15,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 00:37,153,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:52,153,student,view,1,link,Topic 1,curso1,
2015-09-08 04:43,153,student,view,1,wiki,Topic 1,curso1,
2015-09-08 05:18,153,student,view,1,quiz,Topic 1,curso1,
2015-09-08 22:50,153,student,view,1,link,Topic 1,curso1,
2015-09-08 24:48,154,student,view,1,wiki,Topic 1,curso1,
2015-09-08 09:14,154,student,view,1,quiz,Topic 1,curso1,
2015-09-08 15:43,154,student,view,1,link,Topic 1,curso1,
2015-09-08 05:34,154,student,view,1,wiki,Topic 1,curso1,
2015-09-08 07:59,154,student,view,1,quiz,Topic 1,curso1,
2015-09-08 13:60,154,student,view,1,link,Topic 1,curso1,
2015-09-08 06:23,154,student,view,1,quiz,Topic 1,curso1,
2015-09-08 14:40,154,student,view,1,link,Topic 1,curso1,
2015-09-08 14:05,154,student,view,1,wiki,Topic 1,curso1,
2015-09-08 04:36,154,student,view,1,quiz,Topic 1,curso1,
2015-09-08 10:33,154,student,view,1,link,Topic 1,curso1,
2015-09-08 07:12,156,student,view,1,wiki,Topic 1,curso1,
2015-09-08 16:54,156,student,view,1,quiz,Topic 1,curso1,
2015-09-08 20:21,156,student,view,1,link,Topic 1,curso1,
2015-09-08 23:04,156,student,view,1,wiki,Topic 1,curso1,
